Year,State,Program,Level,College/University Name,Type,Affiliated University,State,City,Courses Offered,Intake Capacity,Accreditation,Approval Year
2019-2020,Kerala,Pharmacy,PG,1-4261761481,K.T.N COLLEGE OF PHARMACY,"CHALAVARA (PO) OTTAPALAM-TALUK, PALAKKAD -DIST KERALA-679505",PALAKKAD,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261767479,JAMIA SALAFIYA PHARMACY COLLEGE,SALAFI GRAMAM. PULIKKAL P.O. PULIKKAL MALAPPURAM KERALA INDIA PIN-673637,MALAPPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261785432,GOVT. COLLEGE OF PHARMACEUTICAL SCIENCES,"GOVT. MEDICAL COLLEGE, CALICUT.",KOZHIKODE,Government,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261800891,DEVAKI AMMA MEMORIAL COLLEGE OF PHARMACY,"CHELEMBRA, PULLIPARAMBA.PO, MALAPPURAM. DT, KERALA - 673634",MALAPPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261814220,EZHUTHACHAN COLLEGE OF PHARMACEUTICAL SCIENCES,MARAYAMUTTAM NEYATTINKARA THIRUVANANTHAPURAM KERALA 695131,THIRUVANANTHAPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261820875,K.V.M. COLLEGE OF PHARMACY,KOKKOTHAMANGALAM P.O.,ALAPPUZHA,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261856427,COLLEGE OF PHARMACEUTICAL SCIENCES,MEDICAL COLLEGE PO,THIRUVANANTHAPURAM,Government,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261875295,MALIK DEENAR COLLEGE OF PHARMACY,"SEETHANGOLI, BELA POST, KASARAGOD- 671321 KERALA STATE",KASARAGOD,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261876775,JDT ISLAM COLLEGE OF PHARMACY,"JAMIATH HILLS, MARIKUNNU P.O, KOZHIKODE, KERALA - 673012",KOZHIKODE,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261884870,ST JAMES COLLEGE OF PHARMACEUTICAL SCIENCES,"ST.JAMES MEDICAL ACADEMY RIVER BANK, GOVT. HOSPITAL ROAD CHALAKUDY THRISSUR KERALA",THRISSUR,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261885394,"DEPARTMENT OF PHARMACEUTICAL SCIENCES, REGIONAL INSTITUTE OF MEDICAL SCIENCES AND RESEARCH","RUBBER BOARD PO,THALAPADDY. KOTTAYAM 686009 KERALA STATE",KOTTAYAM,University Managed-Govt,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4262031457,PUSHPAGIRI COLLEGE OF PHARMACY,"MEDICITY CAMPUS, M.C. ROAD, PERUMTHURUTHY P.O, TIRUVALLA",PATHANAMTHITTA,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4266272032,"ACADEMY OF PHARMACEUTICAL SCIENCES, PARIYARAM","P.O. PARIYARAM MEDICAL COLLEGE, KANNUR, KERALA, INDIA",KANNUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4266294868,NEHRU COLLEGE OF PHARMACY,"PAMPADY,THIRUVILWAMALA,THRISSUR,KERALA",THRISSUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4267293428,SREEKRISHNA COLLEGE OF PHARMACY AND RESEARCH CENTRE,"SREEKRISHNA COLLEGE OF PHARMACY AND RESEARCH CENTRE, NEAR RAILWAY STATION, MULLUVILA, PARASSALA & POST, THIRUVANANTHAPURAM, KERALA- 695502.",THIRUVANANTHAPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4618462931,AMRITA VISHWA VIDYAPEETHAM. KOCHI CAMPUS,"AMRITA VISHWA VIDYAPEETHAM, AIMS PONEKKARA PO KOCHI 682041 KERALA",ERNAKULAM,Deemed University(Private),N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259662757,IES INSTITUTE OF PHARMACY,IES CAMPUS KALKHEDA RATIBAD MAIN ROAD BHOPAL (M.P.)462044,BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259663728,NRI INSTITUTE OF PHARMACEUTICAL SCIENCES,"3, SAJJAN SINGH NAGAR, OPP PATEL NAGAR, RAISEN ROAD BHOPAL, MP",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259668121,"NAGAJI INSTITUTE OF PHARMACEUTICAL SCIENCE, GWALIOR","THAKUR BABA CAMPUS, SITHOLI,",GWALIOR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259668355,GLOBUS COLLEGE OF PHARMACY,"BANGRASIA CHOURAHA, BHOJPUR ROAD, DISTT. RAISEN",RAISEN,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259670900,"VIVEKANAND COLLEGE OF PHARMACY, BHOPAL","VIP CAMPUS SIKANDRABAD, RATIBAD, BHOPAL",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259671973,SMRITI COLLEGE OF PHARMACEUTICAL EDUCATION,"4/1, PIPLIYA KUMAR KAKAD, MAYAKHEDI ROAD, NIPANIA",INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259672292,ROYAL INSTITUTE OF MANAGEMENT AND ADVANCED STUDIES,"BEHIND LANDMARK MOTORS, GRAM: SALAKHEDI & KHARAKHEDI, DIST. RATLAM",RATLAM,Unaided - Private,N,Y,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259676569,LAKSHMI NARAIN COLLEGE OF PHARMACY (RCP),"VILLAGE REVATI, SANWER ROAD, INDORE (M.P.)",INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259678944,SHRI RAM INSTITUTE OF PHARMACY JABALPUR,NEAR ITI MADHOTAL JABALPUR,JABALPUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259680617,DEPARTMENT OF PHARMACY,HOSHANGABAD ROAD,BHOPAL,University Managed-Govt,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259694167,NUTANBAN MANSUKHBHAI TURAKHIA GUJARATI COLLEGE OF PHARMACY,"SCHEME NO. 54, A.B. ROAD NEAR BOMBAY HOSPITAL",INDORE,Unaided - Private,N,Y,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259696605,SWAMI VIVEKANAND COLLEGE OF PHARMACY,"AT BARKHEDI KALAN, POST- SURAJ NAGAR BHOPAL",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259702104,BABA LOKNATH INSTITUTE OF PHARMACY SCIENCE AND RESEARCH CENTRE,"BAMHORI DUDHAR, NAYA KHEDA, POST:- SIDHGUAN",SAGAR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259703508,"DEPARTMENT OF PHARMACEUTICAL SCIENCES, DR. H. S. GOUR VISHWAVIDYALAYA SAGAR MP","DEPARTMENT OF PHARMACEUTICAL SCIENCES, DR. H. S. GOUR VISHWAVIDYALAYA SAGAR SAGAR - 470 003 (MP)",SAGAR,Central University,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259709736,"SUN INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH (SIPER), LAHAR","SIPER CAMPUS,LAHAR DISTRICT-BHIND, MADHYA PRADESH",BHIND,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259710189,SAGAR INSTITUTE OF PHARMACY & TECHNOLOGY (SIPTEC),"NEAR AIRPORT, JAIPUR ROAD PIPALNER, GANDHI NAGAR BHOPAL-462036",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259718486,SAGAR INSTITUTE OF RESEARCH AND TECHNOLOGY-PHARMACY,"OPP. SAGAR ESTATE, AYODHYA BY PASS ROAD, BHOPAL â 462 041, TEL : 2628538, 2628687 ( 0755) , FAX : 2628538, 2628687 E-MAIL : SIRTBHOPAL@SIRTBHOPAL.AC.IN",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259718808,NIMAR INSTITUTE OF PHARMACY,"OOP. ITI MAHESHWAR ROAD DHAMNOD, MP",DHAR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259724130,TECHNOCRATS INSTITUTE OF TECHNOLOGY-PHARMACY,"IN FRONT OF HATHAIKHEDA DAM, POST PIPLANI, P.B. NO-24, BHEL",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259734282,MODERN INSTITUTE OF PHARMACEUTICAL SCIENCES,"GRAM ALWASA, BEHIND REWATI RANGE, SANWER ROAD,TEH-HATOD,DIST-INDORE.",INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259742798,SHRI BHERULAL PHARMACY INSTITUTE,"VILLAGE - GOKANYA, PO - KASTURBAGRAM KHANDAWA ROAD, INDORE.",INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259744282,"SAGAR INSTITUTE OF RESEARCH, TECHNOLOGY AND SCIENCE- PHARMACY","NEAR ISRO, AYODHYA NAGAR, BHOPAL. M.P.",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259745345,MILLENNIUM COLLEGE OF PHARMACY,"NATHU BARKHERA ROAD, NEELBAD",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259752909,LAKSHMI NARAIN COLLEGE OF PHARMACY,"NEAR MORAR CANTT, RAI GRAM,CHITTORA ROAD, GWALIOR(M.P)",GWALIOR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259755015,RKDF SCHOOL OF PHARMACEUTICAL SCIENCE,"NH-12,HOSHANGABAD ROAD JATKHEDI, BHOPAL",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259761207,BHABAHA PHARMACY RESEARCH INSTITUTE,"NH-12, HOSHANGABAD ROAD, JATKHEDI.",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259769947,UJJAIN INSTITUTE OF PHARMACEUTICAL SCIENCES,"GRAM: CHANDESARA, DEWAS ROAD, UJJAIN 456010",UJJAIN,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259770258,COLLEGE OF PHARMACY,"INDORE BY-PASS ROAD, ARANDIA,INDORE",INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259789167,VEDICA COLLEGE OF B. PHARMACY,"NEAR RGPV CAMPUS, AIRPORT BYPASS ROAD, GONDERMAU, GANDHINAGAR, BHOPAL",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259789747,ORIENTAL COLLEGE OF PHARMACY,"THAKRAL NAGAR, OPP PATEL NAGAR, RAISEN ROAD,",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259790085,CHARAK INSTITUTE OF PHARMACY,CHOLI ROAD MANDLESHWAR DIST KHARGONE (M.P),KHARGONE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259791420,INDORE INSTITUTE OF PHARMACY,OPP. I.I.M. PITHAMPUR ROAD RAU,INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259800361,RADHARAMAN INSTITUTE OF PHARMACEUTICAL SCIENCES,"BHADBHADA ROAD FATEHPUR,DOBRA, RAATIBAD BHOPAL",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259806300,"DR. SHRI R.M.S. INSTITUTE OF SCIENCE & TECHNOLOGY, COLLEGE OF PHARMACY","NEEMTHUR, NEEMUCH JHALAWAR ROAD, BHANPURA, DIST. MANDSAUR (M.P.) 458 775",MANDSAUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259808489,VEDIC INSTITUTE OF PHARMACEUTICAL EDUCATION AN RESEARCH,"NEAR BAMHORI TIRAHA, UNIVERSITY- REHLI ROAD, BAPUPURA. SAGAR, 470228",SAGAR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259808966,GYAN GANGA INSTITUTE OF TECHNOLOGY & SCIENCES,"P.O: TILWARA GHAT, GARHA, NEAR SHAH NALA, TRIPURI WARD, JABALPUR, MADHYA PRADESH-482003",JABALPUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259822218,RADHARAMAN COLLEGE OF PHARMACY,"BHADBHADA ROAD, FATEHPUR DOBRA , RATIBAD ,BHOPAL",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259831322,MITTAL INSTITUTE OF PHARMACY,"OPP.BHOPAL MEMORIAL HOSPITAL & RESEARCH CENTRE, NABIBAGH, BHOPAL-38",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259834234,SRI SATHYA SAI INSTITUTE OF PHARMACEUTICAL SCICENCES,"NEAR RGPV CAMPUS, AIRPORT BYPASS ROAD, GONDERMAU, GANDHINAGAR, BHOPAL",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259834550,"SAGAR INSTITUTE OF PHARMACEUTICAL SCIENCES, SAGAR (MP)","NH-26, NARSINGHPUR ROAD, INFRONT OF JUBILEE PETROL PUMP,SIRONJA, SAGAR (MP)",SAGAR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259835338,VEDICA COLLEGE OF PHARMACY (POLYTECHNIC),NEAR RGPV CAMPUS GANDHI NAGAR GONDERMOU,BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259840078,Institute of Pharmacy,"INDORE BY-PASS ROAD,ARANDIA,INDORE",INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259847327,PATEL COLLEGE OF PHARMACY,RATIBAD,BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259847717,KAILASH NARAYAN PATEL COLLEGE OF PHARMACY,"NH-12,HOSHANGABAD ROAD,MISROD,BHOPAL(MP)",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259853409,"SCHOOL OF PHARMACY, DEVI AHILYA VISHWAVIDYALAYA",TAKHSHSHILA CAMPUS KHANDWA ROAD INDORE,INDORE,University Managed-Govt,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259860983,"SCHOOL OF PHARMACY,SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCES,(SSSUTMS)","SH-18, BHOPAL-INDORE ROAD, PACHAMA, SEHORE (MP)",SEHORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259865187,SCHOOL OF PHARMACY,"INDORE BYPASS ROAD VILLAGE ARANDIYA, POST OFFICE JHALARIYA,INDORE",INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259877215,GULAB KALI MEMORIAL COLLEGE OF PHARMACY,"COLLEGE CAMPUS, GAURA ROAD, CHAKGHAT, P. O. - CHAKGHAT, TEHSIL - TEONTHAR",REWA,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259884621,NRI INSTITUTE OF PHARMACY,"2, SAJJAN SINGH NAGAR, OPP. PATEL NAGAR, RAISEN ROAD, BHOPAL - 462021 MADHYA PRADESH INDIA",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259889266,SARDAR PATEL COLLEGE OF TECHNOLOGY(B.PHRRMACY),SARDAR PATEL CAMPUS GAYKHURI,BALAGHAT,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259899375,MATHURADEVI INSTITUTE OF PHARMACY,"GARI PIPLIYA, INDORE",INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259900222,GURUKUL INSTITUTE OF PHARMACEUTICAL SCIENCE & RESEARCH,"NEAR SAHARA CITY HOMES,TIGHRA ROAD,ODPURA, GWALIOR-474010",GWALIOR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259962902,VNS GROUP OF INSTITUTIONS,"VNS CAMPUS, VIDYA VIHAR, NATHUBERKHEDA, NEELBUD",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259979321,SHRI RAMNATH SINGH MAHAVIDALAYA (PHARMACY),"GORMI,BHIND, MADHYA PRADESH",BHIND,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259981778,INSTITUTE OF PROFESSIONAL STUDIES-COLLEGE OF PHARMACY,"SHIVPURI LINK ROAD,P.O. IPS COLLEGE , GWALIOR",GWALIOR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259983094,SHRI RAMNATH SINGH INSTITUTE OF PHARMACEUTICAL SCIENCE & TECHNOLOGY,"OPP. SITHOLI RAILWAY STATION ,JHANSI ROAD, SITHOLI, GWALIOR. (M.P)",GWALIOR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4259989874,SHRI RAWATPURA SARKAR INSTITUTE OF PHARMACY,"KALAPURAM, DAGRAI ROAD,NH - 75",DATIA,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4260009546,SHRI RAM INSTITUTE OF TECHNOLOGY PHARMACY,NEAR ITI MADHOTAL JABALPUR,JABALPUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4260020782,RAGHUKUL COLLEGE OF PHARMACY,"VILLEGE - SARVER, RATIBAD ROAD ,BHOPAL 462044",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4260021268,SHRI RAWATPURA SARKAR INSTITUTE OF PHARMACY,NEAR BHEDAGHAT CROSSING NH-12 JABALPUR,JABALPUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4260021629,THAKUR SHIVKUMARSINGH MEMORIAL PHARMACY COLLEGE,"NAVALNAGAR, ZIRI, BURHANPUR",BURHANPUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4261971101,"SHRI G.S. INSTITUTE OF TECH. & SCIENCE, INDORE (M.P.)","23-PARK ROAD,",INDORE,Govt aided,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4261982895,SCHOOL OF STUDIES IN PHARMACEUTICAL SCIENCES,"SCHOOL OF STUDIES IN PHARMACEUTICAL SCIENCES, JIWAJI UNIVERSITY, GWALIOR. PIN CODE- 474011",GWALIOR,University Managed-Govt,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4261985524,MALHOTRA COLLEGE,"BADWAI, NEAR KAROND, BHOPAL,",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4261987346,"SHRI RAM GROUP OF INSTITUTIONS (FACULTY OF ENGINEERING, PHARMACY, MCA, MBA) JABALPUR (M.P.)","NEAR ITI, MADHOTAL, JABALPUR, M.P.",JABALPUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4261988687,SCHOOL OF PHARMACY RESEARCH,"PEOPLE'S GROUP, BHANPUR",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4261989272,SWAMI VIVEKANAND COLLEGE OF PHARMACY,KHANDWA ROAD. NEAR TOLL NAKA INDORE MADHYA PRADESH,INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4261992546,DAKSH INSTITUTE OF PHARMACEUTICAL SCIENCE,"DAKSH INSTITUTE OF PHARMACEUTICALSCIENCE NEAR VRANDAVANPURAM, NARAYANPURA ROAD CHHATARPUR, (MP)",CHHATARPUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262272084,BVM COLLEGE OF PHARMACY,"BVM COLLEGE OF PHARMACY, GRAM RAI, CHITORA ROAD, GWALIOR-474006, M.P.",GWALIOR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262275896,CHORDIA INSTITUTE OF PHARMACY,"GRAM BAROLI, PANCHDERIYA ROAD, UJJAIN HIGHWAY, INDORE (M.P.)",INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262280256,"DEPARTMENT OF PHARMACY, INDIRA GANDHI NATIONAL TRIBAL UNIVERSITY","DEPARTMENT OF PHARMACY, INDIRA GANDHI NATIONAL TRIBAL UNIVERSITY, LALPUR, AMARKANTAK - 484887, M.P",ANUPPUR,Central University,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262281095,SARVEPALLI RADHAKRISHNAN COLLEGE OF PHARMACY,"JATKHEDI, MISORD BHOPAL",BHOPAL,University Managed-Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262281338,DR APJ ABDUL KALAM COLLEGE OF PHARMACY,"JATKHEDI, BHOPAL",BHOPAL,University Managed-Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262291670,LAXMI BAI SAHUJI COLLEGE OF PHARMACY,BENIKHEDA PATAN ROAD JABALPUR,JABALPUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262292138,JAGADGURU DATTATRAY COLLEGE OF PHARMACY,"VILLAGE SINGHASA, DHAR ROAD OPPOSITE TAFRIH GARDEN, INDORE",INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262293737,SHANTI COLLEGE OF PHARMACY,VILL-CHOBARA TEHSIL-NOWGONG DISTT.-CHHATARPUR MP-471201,CHHATARPUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262297387,CORPORATE INSTITUTE OF PHARMACY,HATAIKHEDA NEAR PATEL NAGAR RAISEN ROAD BHOPAL M.P.,BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262302120,ORIENTAL INSTITUTE OF PHARMACY LALBURRA,LALBURRA TEH. LALBURRA DIST. BALAGHAT M.P.,BALAGHAT,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262314299,PRANAV INSTITUTE OF PHARMACEUTICAL SCIENCE AND RESEARCH,"OPP. SITHOLI RAILWAY STATION, JHANSI ROAD, GWALIOR ,M.P.",GWALIOR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262315166,COMPFEEDERS AISECT COLLEGE OF PROFESSIONAL STUDIES PHARMACY COLLEGE INDORE,"CAT-RAU ROAD, RANGWASA, INDORE",INDORE,Unaided - Private,N,Y,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262321929,CHAMELI DEVI INSTITUTE OF PHARMACY,"GRAM UMRI KHEDA KHANDWA ROAD,",INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262347073,JAIN COLLEGE,"PIPROLI-SHIVPURI LINK ROAD, LASHKAR, GWALIOR (M.P.)",GWALIOR,Unaided - Private,N,Y,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262361128,PRATHVI COLLEGE OF PHARMACY,VILLAGE KHURERI MORAR GWALIOR MP,GWALIOR,Private-Aided,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262369129,OXFORD INTERNATIONAL COLLEGE,150/1/2 JAMBUDI HAPSI HATOD INDORE,INDORE,Unaided - Private,N,Y,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262369302,INDORE MAHAVIDYALAYA,"VILLAGE JAMBUDI HAPSI, INDORE",INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4262369570,LAXMAN SETH PHARMACY COLLEGE,"GRAM-DINARA, TAH.KARERA, DISTT. SHIVPURI (MP)473665",SHIVPURI,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4263319866,DR. SATYENDRA KUMAR MEMORIAL COLLEGE OF PHARMACY,"NEAR RGPV CAMPUS AIRPORT BYPASS ROAD, GONDERMAU, GANDHI NAGAR",BHOPAL,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4263321914,GRY INSTITUTE OF PHARMACY,"VIDYA VIHAR, BORAWAN, DISTRICT- KHARGONE STATE- MADHYA PRADESH",KHARGONE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4263323012,ACROPOLIS INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH,"INDORE BYPASS ROAD, MANGLIA SQUARE INDORE",INDORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4265938185,BHAGYODAY TIRTH PHARMACY COLLEGE,"KHURAI ROAD, KARILA , SAGAR",SAGAR,Unaided - Private,N,N,Click Here,NA
2019-2020,Madhya Pradesh,Pharmacy,UG,1-4265941205,RAVISHANKAR COLLEGE OF PHARMACY,"BHANPUR BYPASS ROAD , ADJACENT TO PEOPLE, DENTAL COLLEGE, BHOPAL- 462010",BHOPAL,Unaided - Private,N,N,Click Here,NA
